genus	class	phylum
Syntrophobacter	Syntrophobacteria	Thermodesulfobacteriota
Olleya	Flavobacteriia	Bacteroidota
Candidatus Karelsulcia	Flavobacteriia	Bacteroidota
Rhodonellum	Cytophagia	Bacteroidota
Polymorphospora	Actinomycetes	Actinomycetota
Contubernalis	Dethiobacteria	Bacillota
Catenuloplanes	Actinomycetes	Actinomycetota
Candidatus Phytoplasma	Mollicutes	Mycoplasmatota
Aeribacillus	Bacilli	Bacillota
Acidobacterium	Terriglobia	Acidobacteriota
Caryophanon	Bacilli	Bacillota
Luteococcus	Actinomycetes	Actinomycetota
Rhodobium	Alphaproteobacteria	Pseudomonadota
Liberibacter	Alphaproteobacteria	Pseudomonadota
Actinoalloteichus	Actinomycetes	Actinomycetota
Paludibacter	Bacteroidia	Bacteroidota
Micavibrio	Bdellovibrionia	Bdellovibrionota
NA	Rubrobacteria	Actinomycetota
Krasilnikovia	Actinomycetes	Actinomycetota
Heliorestis	Clostridia	Bacillota
Heliophilum	Clostridia	Bacillota
Dactylosporangium	Actinomycetes	Actinomycetota
Bilophila	Desulfovibrionia	Thermodesulfobacteriota
Crenothrix	Gammaproteobacteria	Pseudomonadota
Bellilinea	Anaerolineae	Chloroflexota
Longilinea	Anaerolineae	Chloroflexota
Nonlabens	Flavobacteriia	Bacteroidota
Sulfurivirga	Gammaproteobacteria	Pseudomonadota
Granulibacter	Alphaproteobacteria	Pseudomonadota
Pelosinus	Negativicutes	Bacillota
Dermabacter	Actinomycetes	Actinomycetota
Mycoplasma	Mollicutes	Mycoplasmatota
Marinovum	Alphaproteobacteria	Pseudomonadota
Terrisporobacter	Clostridia	Bacillota
Oceanidesulfovibrio	Desulfovibrionia	Thermodesulfobacteriota
Zhihengliuella	Actinomycetes	Actinomycetota
Paeniroseomonas	Alphaproteobacteria	Pseudomonadota
Calditerricola	Bacilli	Bacillota
Halothermothrix	Clostridia	Bacillota
Gulbenkiania	Betaproteobacteria	Pseudomonadota
Paraliomyxa	Myxococcia	Myxococcota
Desulfuromusa	Desulfuromonadia	Thermodesulfobacteriota
Halotalea	Gammaproteobacteria	Pseudomonadota
Zhouia	Flavobacteriia	Bacteroidota
Syntrophomonas	Clostridia	Bacillota
Trabulsiella	Gammaproteobacteria	Pseudomonadota
Candidatus Brocadia	Candidatus Brocadiia	Planctomycetota
Parapusillimonas	Betaproteobacteria	Pseudomonadota
Thiohalorhabdus	Gammaproteobacteria	Pseudomonadota
Thiohalophilus	Gammaproteobacteria	Pseudomonadota
Panacagrimonas	Gammaproteobacteria	Pseudomonadota
Gluconobacter	Alphaproteobacteria	Pseudomonadota
Nitratiruptor	Epsilonproteobacteria	Campylobacterota
Megasphaera	Negativicutes	Bacillota
Modicisalibacter	Gammaproteobacteria	Pseudomonadota
Plesiocystis	NA	Myxococcota
Halochromatium	Gammaproteobacteria	Pseudomonadota
Nubsella	Sphingobacteriia	Bacteroidota
Rhizorhabdus	Alphaproteobacteria	Pseudomonadota
Microterricola	Actinomycetes	Actinomycetota
Donghicola	Alphaproteobacteria	Pseudomonadota
Roseinatronobacter	Alphaproteobacteria	Pseudomonadota
Salirhabdus	Bacilli	Bacillota
Gallionella	Betaproteobacteria	Pseudomonadota
Fulvivirga	Cytophagia	Bacteroidota
Pseudobacteroides	Clostridia	Bacillota
Methylohalomonas	Gammaproteobacteria	Pseudomonadota
Lapillicoccus	Actinomycetes	Actinomycetota
Desulforhopalus	Desulfobulbia	Thermodesulfobacteriota
Haloactinospora	Actinomycetes	Actinomycetota
Actinosynnema	Actinomycetes	Actinomycetota
Phaeovulum	Alphaproteobacteria	Pseudomonadota
Thioploca	Gammaproteobacteria	Pseudomonadota
Succiniclasticum	Negativicutes	Bacillota
Ewingella	Gammaproteobacteria	Pseudomonadota
Varibaculum	Actinomycetes	Actinomycetota
Natronocella	Gammaproteobacteria	Pseudomonadota
Thiohalomonas	Gammaproteobacteria	Pseudomonadota
Ferrovum	Betaproteobacteria	Pseudomonadota
Litorivicinus	Gammaproteobacteria	Pseudomonadota
Candidatus Microthrix	Acidimicrobiia	Actinomycetota
Microthrix	Acidimicrobiia	Actinomycetota
Calidifontibacter	Actinomycetes	Actinomycetota
Candidatus Epulonipiscium	Clostridia	Bacillota
Lactonifactor	Clostridia	Bacillota
Cucumibacter	Alphaproteobacteria	Pseudomonadota
Spirilliplanes	Actinomycetes	Actinomycetota
Georgfuchsia	Betaproteobacteria	Pseudomonadota
Natronincola	Clostridia	Bacillota
Desulfurivibrio	Desulfobulbia	Thermodesulfobacteriota
Dethiobacter	Dethiobacteria	Bacillota
Fodinicola	Actinomycetes	Actinomycetota
Acidomonas	Alphaproteobacteria	Pseudomonadota
Methylomarinum	Gammaproteobacteria	Pseudomonadota
Pseudosporangium	Actinomycetes	Actinomycetota
Tranquillimonas	Alphaproteobacteria	Pseudomonadota
Acanthopleuribacter	Holophagae	Acidobacteriota
Ameyamaea	Alphaproteobacteria	Pseudomonadota
Pelotalea	Desulfuromonadia	Thermodesulfobacteriota
Candidatus Nitrotoga	Betaproteobacteria	Pseudomonadota
Allopusillimonas	Betaproteobacteria	Pseudomonadota
Roseibacillus	Verrucomicrobiae	Verrucomicrobiota
Chthonomonas	Chthonomonadetes	Armatimonadota
Pyrinomonas	Blastocatellia	Acidobacteriota
Methylonatrum	Gammaproteobacteria	Pseudomonadota
Glaciecola	Gammaproteobacteria	Pseudomonadota
Desulfonema	Desulfobacteria	Thermodesulfobacteriota
Rivibacter	Betaproteobacteria	Pseudomonadota
Chloracidobacterium	Blastocatellia	Acidobacteriota
Neptuniibacter	Gammaproteobacteria	Pseudomonadota
Terribacillus	Bacilli	Bacillota
Fluoribacter	Gammaproteobacteria	Pseudomonadota
Symbiothrix	Bacteroidia	Bacteroidota
Jongsikchunia	Actinomycetes	Actinomycetota
Dethiosulfovibrio	Synergistia	Synergistota
Shimazuella	Bacilli	Bacillota
NA	Caldilineae	Chloroflexota
Lishizhenia	Flavobacteriia	Bacteroidota
Rhizomicrobium	Alphaproteobacteria	Pseudomonadota
Estrella	Chlamydiia	Chlamydiota
Prosthecobacter	Verrucomicrobiae	Verrucomicrobiota
Aquisalibacillus	Bacilli	Bacillota
Desulfofarcimen	Clostridia	Bacillota
Rhabdochromatium	Gammaproteobacteria	Pseudomonadota
Puniceispirillum	Alphaproteobacteria	Pseudomonadota
Jhaorihella	Alphaproteobacteria	Pseudomonadota
Desulfonatronospira	Desulfovibrionia	Thermodesulfobacteriota
Syntrophaceticus	Clostridia	Bacillota
Bowmanella	Gammaproteobacteria	Pseudomonadota
Rhodovastum	Alphaproteobacteria	Pseudomonadota
Dehalobacterium	Clostridia	Bacillota
Pontibaca	Alphaproteobacteria	Pseudomonadota
Tetragenococcus	Bacilli	Bacillota
Natroniella	Clostridia	Bacillota
Allomeiothermus	Deinococci	Deinococcota
Thermotalea	Clostridia	Bacillota
Thermovenabulum	Clostridia	Bacillota
Deinobacterium	Deinococci	Deinococcota
Denitrificimonas	Gammaproteobacteria	Pseudomonadota
Mitsuokella	Negativicutes	Bacillota
Pleionea	Gammaproteobacteria	Pseudomonadota
Thermobaculum	NA	Chloroflexota
Acidimicrobium	Acidimicrobiia	Actinomycetota
Krasilnikoviella	Actinomycetes	Actinomycetota
Pirellula	Planctomycetia	Planctomycetota
Pilimelia	Actinomycetes	Actinomycetota
Filifactor	Clostridia	Bacillota
Friedmanniella	Actinomycetes	Actinomycetota
Thioalbus	Gammaproteobacteria	Pseudomonadota
Phycisphaera	Phycisphaerae	Planctomycetota
Francisella	Gammaproteobacteria	Pseudomonadota
Neomicrococcus	Actinomycetes	Actinomycetota
Rugosimonospora	Actinomycetes	Actinomycetota
Salinimicrobium	Flavobacteriia	Bacteroidota
Siphonobacter	Cytophagia	Bacteroidota
Couchioplanes	Actinomycetes	Actinomycetota
Atlantibacter	Gammaproteobacteria	Pseudomonadota
Luminiphilus	Gammaproteobacteria	Pseudomonadota
Umboniibacter	Gammaproteobacteria	Pseudomonadota
Pseudoteredinibacter	Gammaproteobacteria	Pseudomonadota
Aidingimonas	Gammaproteobacteria	Pseudomonadota
Lentibacter	Alphaproteobacteria	Pseudomonadota
Morganella	Gammaproteobacteria	Pseudomonadota
Spirillospora	Actinomycetes	Actinomycetota
Oleidesulfovibrio	Desulfovibrionia	Thermodesulfobacteriota
Rubidibacter	Cyanophyceae	Cyanobacteriota
Proteus	Gammaproteobacteria	Pseudomonadota
Aminomonas	Synergistia	Synergistota
Yimella	Actinomycetes	Actinomycetota
Candidatus Thiosymbion	Gammaproteobacteria	Pseudomonadota
Acidaminococcus	Negativicutes	Bacillota
Agaricicola	Alphaproteobacteria	Pseudomonadota
Labedaea	Actinomycetes	Actinomycetota
Geoanaerobacter	Desulfuromonadia	Thermodesulfobacteriota
Parafannyhessea	Coriobacteriia	Actinomycetota
Desulfosoma	Syntrophobacteria	Thermodesulfobacteriota
Holdemania	Erysipelotrichia	Bacillota
Thiorhodovibrio	Gammaproteobacteria	Pseudomonadota
Chromatium	Gammaproteobacteria	Pseudomonadota
Chrysosporum	Cyanophyceae	Cyanobacteriota
Neptunomonas	Gammaproteobacteria	Pseudomonadota
Ornithinibacter	Actinomycetes	Actinomycetota
Shigella	Gammaproteobacteria	Pseudomonadota
Slackia	Coriobacteriia	Actinomycetota
Lutibaculum	Alphaproteobacteria	Pseudomonadota
Pseudofulvimonas	Gammaproteobacteria	Pseudomonadota
Edwardsiella	Gammaproteobacteria	Pseudomonadota
Herpetosiphon	Chloroflexia	Chloroflexota
Segniliparus	Actinomycetes	Actinomycetota
NA	Elusimicrobia	Elusimicrobiota
Allocatelliglobosispora	Actinomycetes	Actinomycetota
Desulfarculus	Desulfarculia	Thermodesulfobacteriota
Murinocardiopsis	Actinomycetes	Actinomycetota
Eoetvoesiella	Betaproteobacteria	Pseudomonadota
Grimontia	Gammaproteobacteria	Pseudomonadota
NA	Aquificae	Aquificota
Fretibacterium	Synergistia	Synergistota
Rudaeicoccus	Actinomycetes	Actinomycetota
Pacificibacter	Alphaproteobacteria	Pseudomonadota
Marivita	Alphaproteobacteria	Pseudomonadota
Chiayiivirga	Gammaproteobacteria	Pseudomonadota
Fimbriimonas	Fimbriimonadia	Armatimonadota
Pseudobacter	Chitinophagia	Bacteroidota
Prosthecomicrobium	Alphaproteobacteria	Pseudomonadota
Bauldia	Alphaproteobacteria	Pseudomonadota
Aciditerrimonas	Acidimicrobiia	Actinomycetota
Caldinitratiruptor	Clostridia	Bacillota
Branchiibius	Actinomycetes	Actinomycetota
Trujillonella	Actinomycetes	Actinomycetota
Babela	Candidatus Babeliae	NA
Microaerobacter	Bacilli	Bacillota
Auraticoccus	Actinomycetes	Actinomycetota
Tolumonas	Gammaproteobacteria	Pseudomonadota
NA	NA	Candidatus Bipolaricaulota
Desulfurispira	Chrysiogenetes	Chrysiogenota
Spinactinospora	Actinomycetes	Actinomycetota
Planosporangium	Actinomycetes	Actinomycetota
Terrimicrobium	Terrimicrobiia	Verrucomicrobiota
Tuwongella	Planctomycetia	Planctomycetota
Musicola	Gammaproteobacteria	Pseudomonadota
Mahella	Clostridia	Bacillota
Oleispira	Gammaproteobacteria	Pseudomonadota
Tindallia	Clostridia	Bacillota
Plesiomonas	Gammaproteobacteria	Pseudomonadota
Desulfomonile	Desulfomonilia	Thermodesulfobacteriota
Aliamphritea	Gammaproteobacteria	Pseudomonadota
Terrihabitans	Alphaproteobacteria	Pseudomonadota
Aurantimicrobium	Actinomycetes	Actinomycetota
Oligoflexus	Oligoflexia	Bdellovibrionota
Aggregatibacter	Gammaproteobacteria	Pseudomonadota
Kroppenstedtia	Bacilli	Bacillota
Simonsiella	Betaproteobacteria	Pseudomonadota
Actinobacillus	Gammaproteobacteria	Pseudomonadota
Histophilus	Gammaproteobacteria	Pseudomonadota
Povalibacter	Gammaproteobacteria	Pseudomonadota
Thermaerobacter	Clostridia	Bacillota
Antarctobacter	Alphaproteobacteria	Pseudomonadota
Oceanibacterium	Alphaproteobacteria	Pseudomonadota
Tepidamorphus	Alphaproteobacteria	Pseudomonadota
Thermodesulfobium	Thermodesulfobiia	Thermodesulfobiota
Paraperlucidibaca	Gammaproteobacteria	Pseudomonadota
Brevifollis	Verrucomicrobiae	Verrucomicrobiota
Alpinimonas	Actinomycetes	Actinomycetota
Aureicoccus	Flavobacteriia	Bacteroidota
Haliscomenobacter	Saprospiria	Bacteroidota
Ferribacterium	Betaproteobacteria	Pseudomonadota
Allgaiera	Alphaproteobacteria	Pseudomonadota
Lamprocystis	Gammaproteobacteria	Pseudomonadota
Thioflavicoccus	Gammaproteobacteria	Pseudomonadota
Thiorhodospira	Gammaproteobacteria	Pseudomonadota
Desulfuribacillus	Desulfuribacillia	Bacillota
Thermobacillus	Bacilli	Bacillota
Paracraurococcus	Alphaproteobacteria	Pseudomonadota
Ehrlichia	Alphaproteobacteria	Pseudomonadota
Insolitispirillum	Alphaproteobacteria	Pseudomonadota
Thermanaerovibrio	Synergistia	Synergistota
Liquorilactobacillus	Bacilli	Bacillota
Obesumbacterium	Gammaproteobacteria	Pseudomonadota
Pragia	Gammaproteobacteria	Pseudomonadota
Roseospirillum	Alphaproteobacteria	Pseudomonadota
Formivibrio	Betaproteobacteria	Pseudomonadota
Pseudoclostridium	Clostridia	Bacillota
Eggerthella	Coriobacteriia	Actinomycetota
Anaerobacillus	Bacilli	Bacillota
Amantichitinum	Betaproteobacteria	Pseudomonadota
Dactylopiibacterium	Betaproteobacteria	Pseudomonadota
Alkalispirillum	Gammaproteobacteria	Pseudomonadota
Gemmatirosa	Gemmatimonadetes	Gemmatimonadota
Marinithermus	Deinococci	Deinococcota
Thermanaerothrix	Anaerolineae	Chloroflexota
Dichelobacter	Gammaproteobacteria	Pseudomonadota
Carboxydothermus	Clostridia	Bacillota
Poseidonocella	Alphaproteobacteria	Pseudomonadota
Natronohydrobacter	Alphaproteobacteria	Pseudomonadota
Ardenticatena	Ardenticatenia	Chloroflexota
Aerococcus	Bacilli	Bacillota
Methyloferula	Alphaproteobacteria	Pseudomonadota
Megalodesulfovibrio	Desulfovibrionia	Thermodesulfobacteriota
Bernardetia	Cytophagia	Bacteroidota
Minicystis	NA	Myxococcota
Rubrimonas	Alphaproteobacteria	Pseudomonadota
Buchnera	Gammaproteobacteria	Pseudomonadota
Oligella	Betaproteobacteria	Pseudomonadota
Holophaga	Holophagae	Acidobacteriota
Longimycelium	Actinomycetes	Actinomycetota
Syntrophorhabdus	Syntrophorhabdia	Thermodesulfobacteriota
Pelolinea	Anaerolineae	Chloroflexota
Aggregatilinea	Anaerolineae	Chloroflexota
Asinibacterium	Chitinophagia	Bacteroidota
Galbibacter	Flavobacteriia	Bacteroidota
Sandaracinus	NA	Myxococcota
Mycoplasmoides	NA	Mycoplasmatota
Ketogulonicigenium	Alphaproteobacteria	Pseudomonadota
Gibbsiella	Gammaproteobacteria	Pseudomonadota
Alteribacillus	Bacilli	Bacillota
Entotheonella	NA	Candidatus Tectomicrobia
Dichotomicrobium	Alphaproteobacteria	Pseudomonadota
Caldanaerobius	Clostridia	Bacillota
Desulfurispirillum	Chrysiogenetes	Chrysiogenota
Youngiibacter	Clostridia	Bacillota
Hyella	Cyanophyceae	Cyanobacteriota
Lusitaniella	Cyanophyceae	Cyanobacteriota
Thiomargarita	Gammaproteobacteria	Pseudomonadota
Symbiobacter	Betaproteobacteria	Pseudomonadota
Wolbachia	Alphaproteobacteria	Pseudomonadota
Bacteriovorax	Bacteriovoracia	Bdellovibrionota
Desulfosudis	Desulfobacteria	Thermodesulfobacteriota
Desulfoglaeba	Syntrophobacteria	Thermodesulfobacteriota
Oxynema	Cyanophyceae	Cyanobacteriota
Candidatus Odyssella	Alphaproteobacteria	Pseudomonadota
Candidatus Megaera	Alphaproteobacteria	Pseudomonadota
Humitalea	Alphaproteobacteria	Pseudomonadota
Polymorphum	Alphaproteobacteria	Pseudomonadota
Metallibacterium	Gammaproteobacteria	Pseudomonadota
Fontibacillus	Bacilli	Bacillota
Desulfobaculum	Desulfovibrionia	Thermodesulfobacteriota
Halosaccharopolyspora	Actinomycetes	Actinomycetota
Saprospira	Saprospiria	Bacteroidota
Cryomorpha	Flavobacteriia	Bacteroidota
Solobacterium	Erysipelotrichia	Bacillota
Profundibacterium	Alphaproteobacteria	Pseudomonadota
Thermopolyspora	Actinomycetes	Actinomycetota
NA	Chloroflexia	Chloroflexota
Compostimonas	Actinomycetes	Actinomycetota
Nitriliruptor	Nitriliruptoria	Actinomycetota
Thermocatellispora	Actinomycetes	Actinomycetota
Catalinimonas	Cytophagia	Bacteroidota
Agitococcus	Gammaproteobacteria	Pseudomonadota
Pseudarcicella	Cytophagia	Bacteroidota
Hyunsoonleella	Flavobacteriia	Bacteroidota
Hydrogenispora	NA	Bacillota
Mobilicoccus	Actinomycetes	Actinomycetota
Thermicanus	Bacilli	Bacillota
Thermacetogenium	Clostridia	Bacillota
Timonella	Actinomycetes	Actinomycetota
Fonticella	Clostridia	Bacillota
Anabaenopsis	Cyanophyceae	Cyanobacteriota
NA	NA	Candidatus Sumerlaeota
Thermocrispum	Actinomycetes	Actinomycetota
Geomobilimonas	Desulfuromonadia	Thermodesulfobacteriota
Zobellia	Flavobacteriia	Bacteroidota
Anaerobranca	Clostridia	Bacillota
Atopostipes	Bacilli	Bacillota
Catelliglobosispora	Actinomycetes	Actinomycetota
Gryllotalpicola	Actinomycetes	Actinomycetota
Demetria	Actinomycetes	Actinomycetota
Desulfocurvus	Desulfovibrionia	Thermodesulfobacteriota
Desulfovirgula	Clostridia	Bacillota
Desulfurispora	Clostridia	Bacillota
Flavisolibacter	Chitinophagia	Bacteroidota
Eisenibacter	Cytophagia	Bacteroidota
Flexithrix	Cytophagia	Bacteroidota
Glaciibacter	Actinomycetes	Actinomycetota
Granulicoccus	Actinomycetes	Actinomycetota
Helcococcus	Tissierellia	Bacillota
Hespellia	Clostridia	Bacillota
Flavilitoribacter	Saprospiria	Bacteroidota
Paraoerskovia	Actinomycetes	Actinomycetota
Paucisalibacillus	Bacilli	Bacillota
Proteiniphilum	Bacteroidia	Bacteroidota
Psychroflexus	Flavobacteriia	Bacteroidota
Robiginitomaculum	Alphaproteobacteria	Pseudomonadota
Smaragdicoccus	Actinomycetes	Actinomycetota
Sporolituus	Negativicutes	Bacillota
Embleya	Actinomycetes	Actinomycetota
Thermoanaerobacter	Clostridia	Bacillota
NA	Candidatus Brocadiia	Planctomycetota
Schinkia	Bacilli	Bacillota
Melioribacter	Ignavibacteria	Ignavibacteriota
Ornatilinea	Anaerolineae	Chloroflexota
Anaerophaga	Bacteroidia	Bacteroidota
Allonocardiopsis	Actinomycetes	Actinomycetota
Dissulfuribacter	Dissulfuribacteria	Thermodesulfobacteriota
Diaminobutyricimonas	Actinomycetes	Actinomycetota
Richelia	Cyanophyceae	Cyanobacteriota
Cryocola	Actinomycetes	Actinomycetota
Aureivirga	Flavobacteriia	Bacteroidota
Gloeomargarita	Cyanophyceae	Cyanobacteriota
Nitritalea	Cytophagia	Bacteroidota
Cloacibacillus	Synergistia	Synergistota
Cycloclasticus	Gammaproteobacteria	Pseudomonadota
Propionibacterium	Actinomycetes	Actinomycetota
Salana	Actinomycetes	Actinomycetota
Soleaferrea	Clostridia	Bacillota
Prochlorococcus	Cyanophyceae	Cyanobacteriota
Alkalihalobacillus	Bacilli	Bacillota
Arcanobacterium	Actinomycetes	Actinomycetota
Phaeovibrio	Alphaproteobacteria	Pseudomonadota
Altibacter	Flavobacteriia	Bacteroidota
Okibacterium	Actinomycetes	Actinomycetota
Caldalkalibacillus	Bacilli	Bacillota
Kaistella	Flavobacteriia	Bacteroidota
Melghirimyces	Bacilli	Bacillota
Compostibacillus	Bacilli	Bacillota
Calderihabitans	Clostridia	Bacillota
Sulfuricurvum	Epsilonproteobacteria	Campylobacterota
Coprothermobacter	Coprothermobacteria	Coprothermobacterota
Garicola	Actinomycetes	Actinomycetota
Aurantibacter	Flavobacteriia	Bacteroidota
Kytococcus	Actinomycetes	Actinomycetota
Acidithrix	Acidimicrobiia	Actinomycetota
Flaviflexus	Actinomycetes	Actinomycetota
Scalindua	Candidatus Brocadiia	Planctomycetota
Desulfolucanica	Clostridia	Bacillota
NA	Erysipelotrichia	Bacillota
Melittangium	Myxococcia	Myxococcota
Luteibaculum	Flavobacteriia	Bacteroidota
Thermosulfidibacter	Aquificae	Aquificota
Dictyoglomus	Dictyoglomia	Dictyoglomota
Aminiphilus	Synergistia	Synergistota
Limisalsivibrio	Deferribacteres	Deferribacterota
Thermoanaerobaculum	Thermoanaerobaculia	Acidobacteriota
Kallotenue	Chloroflexia	Chloroflexota
Mobilisporobacter	Clostridia	Bacillota
Risungbinella	Bacilli	Bacillota
Lucifera	Negativicutes	Bacillota
Catenibacterium	Erysipelotrichia	Bacillota
Rhizorhapis	Alphaproteobacteria	Pseudomonadota
Weissella	Bacilli	Bacillota
Atopobium	Coriobacteriia	Actinomycetota
Pseudacidobacterium	Terriglobia	Acidobacteriota
Lancefieldella	Coriobacteriia	Actinomycetota
Ureibacillus	Bacilli	Bacillota
Thermoflavifilum	Chitinophagia	Bacteroidota
Patiriisocius	Flavobacteriia	Bacteroidota
Holospora	Alphaproteobacteria	Pseudomonadota
Fervidicella	Clostridia	Bacillota
Tachikawaea	Gammaproteobacteria	Pseudomonadota
Pseudobutyrivibrio	Clostridia	Bacillota
Pacificitalea	Alphaproteobacteria	Pseudomonadota
NA	NA	Gemmatimonadota
Isobaculum	Bacilli	Bacillota
Agaribacter	Gammaproteobacteria	Pseudomonadota
Salisediminibacterium	Bacilli	Bacillota
Jahnella	NA	Myxococcota
Chania	Gammaproteobacteria	Pseudomonadota
Phycosocius	Alphaproteobacteria	Pseudomonadota
Phaeacidiphilus	Actinomycetes	Actinomycetota
Cyclonatronum	Balneolia	Balneolota
Halarcobacter	Epsilonproteobacteria	Campylobacterota
Parapontixanthobacter	Alphaproteobacteria	Pseudomonadota
Parafilimonas	Chitinophagia	Bacteroidota
Dendrosporobacter	Negativicutes	Bacillota
Longimonas	Rhodothermia	Rhodothermota
Stoquefichus	Erysipelotrichia	Bacillota
Pseudogracilibacillus	Bacilli	Bacillota
Actinospica	Actinomycetes	Actinomycetota
Wenyingzhuangia	Flavobacteriia	Bacteroidota
Aquimixticola	Alphaproteobacteria	Pseudomonadota
Mesocricetibacter	Gammaproteobacteria	Pseudomonadota
Phaeodactylibacter	Saprospiria	Bacteroidota
Planktosalinus	Flavobacteriia	Bacteroidota
Rarobacter	Actinomycetes	Actinomycetota
Barrientosiimonas	Actinomycetes	Actinomycetota
Balneicella	Bacteroidia	Bacteroidota
Wenjunlia	Actinomycetes	Actinomycetota
Bradymonas	Deltaproteobacteria	NA
Limnochorda	Limnochordia	Bacillota
Acididesulfobacillus	Clostridia	Bacillota
Anaplasma	Alphaproteobacteria	Pseudomonadota
Yeosuana	Flavobacteriia	Bacteroidota
Pseudoglutamicibacter	Actinomycetes	Actinomycetota
Marinithermofilum	Bacilli	Bacillota
Falsihalocynthiibacter	Alphaproteobacteria	Pseudomonadota
Limibacillus	Alphaproteobacteria	Pseudomonadota
Ezakiella	Tissierellia	Bacillota
Desulfoplanes	Desulfovibrionia	Thermodesulfobacteriota
Latilactobacillus	Bacilli	Bacillota
Actinorugispora	Actinomycetes	Actinomycetota
Loigolactobacillus	Bacilli	Bacillota
Aliterella	Cyanophyceae	Cyanobacteriota
NA	NA	Candidatus Beckwithbacteria
NA	NA	Candidatus Azambacteria
Cnuibacter	Actinomycetes	Actinomycetota
Fructilactobacillus	Bacilli	Bacillota
Antricoccus	Actinomycetes	Actinomycetota
Chrysopegis	NA	Candidatus Kryptonia
Pontivivens	Alphaproteobacteria	Pseudomonadota
Roseicyclus	Alphaproteobacteria	Pseudomonadota
Mangrovimonas	Flavobacteriia	Bacteroidota
Saliniramus	Alphaproteobacteria	Pseudomonadota
Sellimonas	Clostridia	Bacillota
Caldimicrobium	Thermodesulfobacteria	Thermodesulfobacteriota
Rhabdobacter	Cytophagia	Bacteroidota
NA	NA	Candidatus Microgenomates
NA	NA	Candidatus Parcubacteria
Marinibacterium	Alphaproteobacteria	Pseudomonadota
Marvinbryantia	Clostridia	Bacillota
Lagierella	Tissierellia	Bacillota
Tenggerimyces	Actinomycetes	Actinomycetota
Aliikangiella	Gammaproteobacteria	Pseudomonadota
Thermanaerosceptrum	Clostridia	Bacillota
Sandaracinobacter	Alphaproteobacteria	Pseudomonadota
Levyella	Clostridia	Bacillota
Acetilactobacillus	Bacilli	Bacillota
Olivibacter	Sphingobacteriia	Bacteroidota
Peribacter	Candidatus Peribacteria	Candidatus Peregrinibacteria
Crocinitomix	Flavobacteriia	Bacteroidota
Bariatricus	Clostridia	Bacillota
Mongoliibacter	Cytophagia	Bacteroidota
NA	NA	Candidatus Daviesbacteria
NA	NA	Candidatus Jorgensenbacteria
Paraphotobacterium	Gammaproteobacteria	Pseudomonadota
Abyssisolibacter	Clostridia	Bacillota
Lipingzhangella	Actinomycetes	Actinomycetota
Arenibacter	Flavobacteriia	Bacteroidota
Puia	Chitinophagia	Bacteroidota
Pseudoroseicyclus	Alphaproteobacteria	Pseudomonadota
Echinicola	Cytophagia	Bacteroidota
Cetobacterium	Fusobacteriia	Fusobacteriota
Massilibacillus	Negativicutes	Bacillota
Zunongwangia	Flavobacteriia	Bacteroidota
NA	Balneolia	Balneolota
Abyssicoccus	Bacilli	Bacillota
Flavimaricola	Alphaproteobacteria	Pseudomonadota
Aestuariivivens	Flavobacteriia	Bacteroidota
Silicimonas	Alphaproteobacteria	Pseudomonadota
Swaminathania	Alphaproteobacteria	Pseudomonadota
Leptonema	Spirochaetia	Spirochaetota
Marseilla	Bacteroidia	Bacteroidota
Flavivirga	Flavobacteriia	Bacteroidota
Urechidicola	Flavobacteriia	Bacteroidota
Thermophilibacter	Coriobacteriia	Actinomycetota
Propionicimonas	Actinomycetes	Actinomycetota
NA	NA	Candidatus Kryptonia
NA	NA	Candidatus Gracilibacteria
Hyphococcus	Alphaproteobacteria	Pseudomonadota
Acetoanaerobium	Clostridia	Bacillota
Xanthomarina	Flavobacteriia	Bacteroidota
Arabiibacter	Coriobacteriia	Actinomycetota
Mordavella	Clostridia	Bacillota
Intestinibacillus	Clostridia	Bacillota
Mesohalobacter	Flavobacteriia	Bacteroidota
Pistricoccus	Gammaproteobacteria	Pseudomonadota
Fuerstiella	Planctomycetia	Planctomycetota
Gaetbulibacter	Flavobacteriia	Bacteroidota
Thermodesulfitimonas	Clostridia	Bacillota
Hallerella	Fibrobacteria	Fibrobacterota
Tersicoccus	Actinomycetes	Actinomycetota
Venteria	Gammaproteobacteria	Pseudomonadota
Mailhella	Desulfovibrionia	Thermodesulfobacteriota
Lactovum	Bacilli	Bacillota
Turicibacter	Erysipelotrichia	Bacillota
NA	Chlorobiia	Chlorobiota
Longicatena	Erysipelotrichia	Bacillota
Fodinibius	Balneolia	Balneolota
Fonsibacter	Alphaproteobacteria	Pseudomonadota
Vicingus	Flavobacteriia	Bacteroidota
Litorihabitans	Actinomycetes	Actinomycetota
Methylomusa	Negativicutes	Bacillota
Salegentibacter	Flavobacteriia	Bacteroidota
Rhodoglobus	Actinomycetes	Actinomycetota
Thermosulfuriphilus	Thermodesulfobacteria	Thermodesulfobacteriota
Dubosiella	Erysipelotrichia	Bacillota
Wohlfahrtiimonas	Gammaproteobacteria	Pseudomonadota
Abditibacterium	Abditibacteriia	Abditibacteriota
Geofilum	Bacteroidia	Bacteroidota
Tyzzerella	Clostridia	Bacillota
Elusimicrobium	Elusimicrobia	Elusimicrobiota
Pelagibacter	Alphaproteobacteria	Pseudomonadota
Faecalibacillus	Erysipelotrichia	Bacillota
NA	NA	Armatimonadota
